Titre;mois_sortie;annee_sortie;date_sortie;duree_min;genre1;réalisateur_1;actor_1;actor 2;note_spectators;Scer;tiolity 1;nomitions;language;real awards;first actor awards;Second actor awards
CBI 5 : The Brain;5;2022;4 mai 2022;165;Action;K.M. Madhusudhan;Mammootty Muhammad Kutty;Soubin Shahir;2,6;;Inde;0;Autre;0;0;
Cemara's Family 2;10;2022;29 octobre 2022;114;Drame;Ismail Basbeth;Widuri Sasono;Ringgo Agus Rahman;;;Indonésie;0;Indonésien;;;
Centauro;6;2022;15 juin 2022;89;Action;Daniel Calparsoro;Àlex Monner;Begoña Vargas;2,3;Guillaume Lemans;Espagne;0;Espagnol;4;0;
Cet été-là;1;2023;4 janvier 2023;100;Comédie;Eric Lartigau;Rose Pou Pellicer;Juliette Havelange;2,3;Delphine Gleize;France;0;Français;13;;
Cette fille a du style;11;2022;18 novembre 2022;89;Romance;Michelle Ouellet;Dennis Andres;Rachel Bles;;;;0;Anglais;;0;
Cha Cha Real Smooth;6;2022;17 juin 2022;107;Comédie;Cooper Raiff;Cooper Raiff;Dakota Johnson;2,9;Cooper Raiff;U.S.A.;0;Anglais;;;2
Chaguo;3;2023;17 mars 2023;100;Drame;Ravi Karmalker;Nyokabi Macharia;Nick Kwach;;;Kenya;0;Anglais;;;
Champion;9;2022;5 septembre 2022;90;Drame;Mo Achache;Kendji Girac;Lub Azabal;3,3;Sabri Compeyron;France;0;Français;1;;2
Chariot;5;2022;12 mai 2022;94;Science Fiction;Adam Sigal;John Malkovich;Thomas Mann (II);1,9;Adam Sigal;U.S.A.;0;Anglais;;1;0
Chemins de traverse;3;2022;1 mars 2022;82;Divers;;;;;;France;0;Français;;0;0
Chevalier Noir;2;2023;22 février 2023;102;Drame;Emad Aleebrahim Dehkordi;Iman Sayad Borhani;Payar Allahyari;3,3;Emad Aleebrahim Dehkordi;France;0;Farsi;;;
Chief Daddy 2 : Le tout pour le tout;1;2022;1 janvier 2022;112;Comédie;Niyi Akinmolayan;Shaffy Bello;Joke Silva;;;Nigéria;0;Anglais, Dialecte africain;;0;0
Chien perdu;1;2023;13 janvier 2023;95;Aventure;Stephen Herek;Rob Lowe;Kimberly Williams-Paisley;2,8;Nick Santora;U.S.A.;0;Anglais;0;1;0
Chili 1976;3;2023;22 mars 2023;95;Drame;Manuela Martelli;Aline Küppenheim;Nicolás Sepúlveda;3,7;Manuela Martelli;Chili;4;Espagnol;0;0;
Chinni;5;2022;5 mai 2022;133;Drame;Arun Matheswaran;K. Selvaraghavan;Keerthy Suresh;3,2;;Inde;0;Tamoul;;0;0
Chœur de Rockers;12;2022;28 décembre 2022;91;Comédie;Ida Techer;Mathilde Seigner;Berrd Le Coq;3,4;Ida Techer;France;0;Français;0;2;2
Christmas With You;11;2022;17 novembre 2022;89;Comédie;Gabriela Tagliavini;Aimee Garcia;Freddie Prinze Jr.;2,1;Jennifer C. Stetson;U.S.A.;0;Anglais;0;0;0
Chronique d'une liaison passagère;9;2022;14 septembre 2022;101;Comédie;Emmanuel Mouret;Sandrine Kiberlain;Vincent Macaigne;3,7;Emmanuel Mouret;France;3;Français;1;4;3
Chup;9;2022;23 septembre 2022;135;Drame;R. Balki;Dulquer Salmaan;Sunny Deol;;R. Balki;Inde;0;Hindi;0;0;0
Cici;10;2022;27 octobre 2022;151;Drame;Berkun Oya;Fatih Artman;Ayça Bingöl;3,4;Berkun Oya;Turquie;0;Turc;0;0;0
Cirkus;12;2022;23 décembre 2022;140;Comédie;Rohit Shetty;Ranveer Singh;Pooja Hegde;2,6;Yunus Sajawal;Inde;0;Hindi;0;1;0
Citoyen d'honneur;9;2022;14 septembre 2022;96;Comédie;Mohamed Hamidi;Kad Merad;Fatsah Bouyahmed;2,9;Mohamed Hamidi;France;1;Français, Arabe;3;4;1
Classico;10;2022;28 octobre 2022;97;Comédie;thaël Guedj;Ahmed Sylla;Alice Belaïdi;1,5;thaël Guedj;France;0;Français;;0;1
Clerks III;10;2022;14 octobre 2022;;Comédie;Kevin Smith;Kevin Smith;Jason Mewes;2,7;Kevin Smith;U.S.A.;0;Anglais;2;2;0
Close;11;2022;1 novembre 2022;104;Drame;Lukas Dhont;Eden Dambrine;Gustav De Waele;4,1;Lukas Dhont;Belgique;110;Français;3;;
Cobra;8;2022;31 août 2022;120;Action;R. Ajay Gmuthu;Vikram;Srinidhi Shetty;2,6;R. Ajay Gmuthu;Inde;0;Tamoul;;0;
Code Emperor;11;2022;14 novembre 2022;106;Action;Jorge Coira;Luis Tosar;Alexandra Masangkay;2,3;Jorge Guerricaechevarria;Espagne;0;Espagnol;2;2;
Code me Banshee;4;2023;3 avril 2023;93;Action;Jon Keeyes;Jaime King;Tommy Flagan;1,8;Matthew Rogers (III);U.S.A.;0;Anglais;0;0;0
Code me: Tiranga;12;2022;20 décembre 2022;134;Action;Ribhu Dasgupta;Parineeti Chopra;;;;Inde;0;Hindi;0;0;0
Coffee with Kadhal;11;2022;4 novembre 2022;150;Comédie;Sundar C.;Jiiva;Malvika Sharma;2,9;Sundar C.;Inde;0;Hindi;0;0;
Colère divine;6;2022;15 juin 2022;97;Thriller;Sebastián Schindel;Macare Achaga;Juan Minujin;2,3;Pablo del Teso;Argentine;0;Espagnol;0;;3
Collide;2;2023;27 février 2023;;Thriller;Mukunda Michael Dewil;Drea de Matteo;Ryan Phillippe;2,5;Mukunda Michael Dewil;U.S.A.;0;Anglais;0;1;1
Coma;11;2022;16 novembre 2022;80;Drame;Bertrand Bonello;Louise Labeque;Julia Faure;2,3;Bertrand Bonello;France;1;Français;1;0;1
Comedy Queen;11;2022;2 novembre 2022;93;Comédie;San Lenken;Sigrid Johnson;Oscar Töringe;3,7;Linn Gottfridsson;Suède;0;Suédois;0;;
Connect;12;2022;22 décembre 2022;95;Epouvante-horreur;Ashwin Saravan;yanthara Kurian;Anupam Kher;2,3;Ramkumar Kaavya;Inde;0;Tamoul;;0;0
Confessions d'un tueur à gages;12;2022;2 décembre 2022;109;Action;Luc Picard;Luc Picard;David La Haye;3,1;Sylvain Guy;Cada;0;Français, Anglais;2;2;0
Constance aux enfers;2;2023;1 février 2023;90;Policier;Gaël Morel;Miou-Miou;Salim Kechiouche;2,3;Gilles Taurand;France;1;Français;5;2;1
Contrecoups;3;2022;18 mars 2022;92;Policier;Charlie McDowell;Jason Segel;Lily Collins;2;Justin Lader;U.S.A.;0;Anglais;0;3;2
Corrective Measures : Mutants Surpuissants;3;2023;8 mars 2023;;Action;Sean O'Reilly;Bruce Willis;Michael Rooker;1,8;;U.S.A.;0;Anglais;0;1;0
Corsage;12;2022;14 décembre 2022;113;Biopic;Marie Kreutzer;Vicky Krieps;Florian Teichtmeister;3,2;Marie Kreutzer;Autriche;17;Allemand, Anglais, Français, Hongrois;9;1;0
Couché !;11;2022;23 novembre 2022;95;Comédie;Ihtzi Hurtado;Sebastián Dante;Sire Ortiz;3;Ihtzi Hurtado;Mexique;0;Espagnol;;;
Couleurs de l'incendie;11;2022;9 novembre 2022;136;Drame;Clovis Cornillac;Léa Drucker;Benoît Poelvoorde;4;Pierre Lemaitre;France;2;Français;7;2;4
Coup de foudre en harmonie;2;2023;14 février 2023;87;Comédie;Michael Robison;Jessica Lowndes;Jesse Metcalfe;2,7;Jessica Lowndes;U.S.A.;0;Anglais;0;0;0
Coup de foudre royal à Noël;12;2022;4 décembre 2022;90;Romance;Jothan MacPherson;Jorda Largy;Matthew MacCaull;2,8;Jennifer Edwards;U.S.A.;0;Anglais;;0;0
Coup de théâtre;9;2022;14 septembre 2022;98;Comédie;Tom George;Sam Rockwell;Saoirse Ron;2,9;Mark Chappell;Grande-Bretagne;1;Anglais;0;4;1
Coupez !;5;2022;18 mai 2022;112;Comédie;Michel Hazavicius;Romain Duris;Bérénice Bejo;3,6;Michel Hazavicius;France;3;Français;22;6;5
Cours Particuliers;12;2022;16 décembre 2022;89;Comédie;Kıvanç Baruönü;Bensu Soral;Halit Özgür Sarı;3,4;Murat Dişli;Turquie;0;Turc;;;
Cours Particuliers;12;2022;16 décembre 2022;89;Comédie;Kıvanç Baruönü;Bensu Soral;Deniz Altan;2,7;Murat Dişli;Turquie;0;Turc;;;
Crash luire;4;2023;3 avril 2023;90;Action;Noah Luke;Jeremy London;Tyler Christopher;2,5;Lauren Pritchard;U.S.A.;0;Anglais;0;0;0
Crime à Ramatuelle;1;2023;7 janvier 2023;90;Policier;Nicolas Picard-Dreyfuss;Florence Pernel;Lola Dewaere;3,4;Jean Falculete;France;0;Français;0;1;1
Crush;3;2022;23 mars 2022;92;Thriller;Luis Prieto;Cameron Moghan;Lilly Krug;2,3;David Loughery;U.S.A.;0;Anglais;0;0;0
Crush;4;2022;29 avril 2022;93;Comédie;Sammi Cohen;Rowan Blanchard;Auli'i Cravalho;3,1;Kirsten King;U.S.A.;0;Anglais;;0;0
Dada;2;2023;10 février 2023;150;Comédie;Ganesh K Babu;Kavin;Apar Das Gupta;3,3;Ganesh K Babu;Inde;0;Tamoul;;;0
Daagadi Chawl2;9;2022;17 septembre 2022;130;Drame;Chandrakant Kanse;Neha Bam;Nitin Bodhare;;;Inde;0;-;;;
Dans l'ombre des dunes;5;2022;21 mai 2022;90;Policier;Philippe Dajoux;Bruno Salomone;Mickael Lumière;3;Christian Mouchart;France;0;Français;0;0;0
Darby and the Dead;1;2023;27 janvier 2023;100;Comédie;Silas Howard;Riele Downs;Auli'i Cravalho;2,9;Becca Greene;U.S.A.;0;Anglais;0;;0
Dark Cloud;10;2022;6 octobre 2022;81;Epouvante-horreur;Jay Ness;Emily Atack;Hugo Armstrong;1,5;J.J. Kaiser;U.S.A.;0;Anglais;;0;0
Darlings;8;2022;5 août 2022;133;Comédie;Jasmeet K. Reen;Alia Bhatt;Roshan Mathew;3;Jasmeet K. Reen;Inde;0;Hindi;;0;0
Day Shift;8;2022;12 août 2022;113;Action;J.J. Perry;Jamie Foxx;Dave Franco;2,8;Shay Hatten;U.S.A.;0;Anglais;0;3;0
De l’autre côté du mur;1;2023;4 janvier 2023;61;Thriller;Tiburce;Karine Loriau;Etiève Le;3,1;;France;0;Français;;;0
De miel et de sang;10;2022;1 octobre 2022;90;Drame;Lou Jeunet;Nicolas Gob;Léa François;3,4;Marc Eisenchteter;France;0;Français;0;2;0
Deadstream;1;2023;10 janvier 2023;87;Comédie;Joseph Winter;Joseph Winter;Melanie Stone;2,7;Joseph Winter;U.S.A.;0;Anglais;;;0
Dealer;11;2022;9 novembre 2022;104;Drame;Jeroen Perceval;Sverre Rous;Ben Segers;3,2;Jeroen Perceval;Belgique;0;Flamand;0;;0
Débrouille et démêlés;7;2022;28 juillet 2022;;Comédie;;Julia Alves;Neusa Borges;2,2;;Brésil;0;Portugais;;;
Decision To Leave;6;2022;29 juin 2022;138;Policier;Park Chan-Wook;Tang Wei;Park Hae-il;3,8;Park Chan-Wook;Corée du Sud;19;Coréen, Chinois;4;1;0
Deep Fear;4;2022;20 avril 2022;80;Epouvante-horreur;Grégory Beghin;Blaise Afonso;Olivier Bony;1,7;Nicolas Tackian;France;0;Français;;;0
Des bleus à l’âme;2;2017;27 février 2017;97;Drame;Miles Warren;Jalyn Hall;Trevante Rhodes;2,5;Ben Medi;U.S.A.;0;Anglais;;0;0
Des Feux dans la nuit;8;2022;3 août 2022;;Drame;Dominique Lienhard;Igor Van Dessel;A Girardot;3;Dominique Lienhard;France;0;Français;0;0;1
Des garçons de province;2;2023;1 février 2023;84;Romance;Gaël Lépingle;Léo Pochat;Yves-Batek Mendy;2,9;Gaël Lépingle;France;0;Français;1;0;
Desconectados;12;2022;23 décembre 2022;;Comédie dramatique;Diego Rougier;Jaime Vadell;;3;Diego Rougier;Chili;0;Espagnol;;0;0
Désordres;4;2023;12 avril 2023;93;Drame;Cyril Schäublin;Clara Gostynski;Alexei Evstratov;3,3;Cyril Schäublin;Suisse;1;Suisse allemand, Français, Russe;;;
Detective Con : La Fiancée de Shibuya;5;2022;18 mai 2022;110;Action;Susumu Mitsuka;Mimi Takayama;Waka Yamazaki;4;Okura Takahiro;Japon;0;Japois;;0;0
Detective Knight: Redemption;2;2023;2 février 2023;97;Action;Edward Drake;Bruce Willis;Corey Large;2,4;Edward Drake;U.S.A.;0;Anglais;0;1;0
Detective Knight: Rogue;1;2023;3 janvier 2023;105;Action;Edward Drake;Bruce Willis;Jimmy Jean-Louis;2,4;Edward Drake;U.S.A.;0;Anglais;0;1;0
Devotion;3;2023;3 mars 2023;139;Biopic;J.D. Dillard;Jothan Majors;Glen Powell;3,6;Jake Crane;U.S.A.;0;Anglais;0;1;0
Dhokha: Round D Corner;11;2022;27 novembre 2022;;Policier;Kookie V. Gulati;Madhavan;Aparshakti Khura;;Kookie V. Gulati;Inde;0;Hindi;0;0;
Diabolik 2;1;2023;3 janvier 2023;;Policier;Antonio Manetti;Luca Marinelli;Miriam Leone;2,7;Antonio Manetti;Italie;0;Italien;3;2;0
Dig;10;2022;27 octobre 2022;89;Thriller;K. Asher Levin;Emile Hirsch;Thomas Jane;1,7;Benhur Ablakhad;U.S.A.;0;Anglais;0;4;3
Dinner at My Place;11;2022;24 novembre 2022;103;Comédie;Kevin Luther Apaa;Bisola Aiyeola;Sophie Alakija;;;Nigéria;0;Anglais;;;
Diorama;9;2022;6 septembre 2022;99;Romance;Tuva Novotny;Claes Bang;Gustav Lindh;2,7;Tuva Novotny;Suède;0;Suédois;1;1;0
Disconnect: The Wedding Planner;12;2022;21 décembre 2022;106;Comédie;David Tosh Gitonga;Catherine Kamau;Wale Ojo;1,8;;Kenya;0;Anglais;;;0
Divertimento;1;2023;25 janvier 2023;110;Biopic;Marie-Castille Mention-Schaar;Oulaya Amamra;Li El Arabi;4,1;Marie-Castille Mention-Schaar;France;0;Français;6;2;0
Dobaaraa;11;2022;10 novembre 2022;135;Drame;Anurag Kashyap;Tapsee Pannu;Rahul Bhat;;Nihit Bhave;Inde;0;Hindi;1;0;0
Doctor G;12;2022;19 décembre 2022;;Divers;Anubhuti Kashyap;;;;;Inde;0;Hindi;0;0;0
Doctor Strange in the Multiverse of Madness;5;2022;4 mai 2022;126;Action;Sam Raimi;Benedict Cumberbatch;Elizabeth Olsen;3,6;Michael Waldron;U.S.A.;0;Anglais;1;1;4
Dodo;8;2022;10 août 2022;132;Comédie;Panos H. Koutras;Smaragda Karydi;Akis Sakellariou;2,6;Panos H. Koutras;Grèce;1;Grec;11;;
Dog;7;2022;21 juillet 2022;102;Comédie dramatique;Reid Carolin;Channing Tatum;Luke Forbes;3,2;Reid Carolin;U.S.A.;0;Anglais;0;1;0
Doll House;10;2022;24 octobre 2022;107;Comédie;Marla Ancheta;Baron Geisler;Mary Joy Apostol;3;;Philippines;0;Filipino;;0;
Domingo et la brume;2;2023;15 février 2023;92;Drame;Ariel Escalante Meza;Carlos Ureña;Sylvia Sossa;2,6;Ariel Escalante Meza;Costa Rica;7;Espagnol;;;
Don;5;2022;13 mai 2022;150;Action;Cibi Chakaravarthi;Sivakarthikeyan;S.J. Suryah;3;Cibi Chakaravarthi;Inde;0;Tamoul;;0;
Don Juan;5;2022;23 mai 2022;100;Comédie dramatique;Serge Bozon;Virginie Efira;Tahar Rahim;1,7;Serge Bozon;France;1;Français;1;2;7
Don Sauvage;9;2022;14 septembre 2022;64;Drame;Zacharie Heyblom-Taliercio;Selma Lhaïj;Justine Demeaux;2,9;Zacharie Heyblom-Taliercio;France;0;Français;;;0
Don't Make Me Go;7;2022;15 juillet 2022;109;Drame;Hanh Marks;John Cho;Mia Isaac;2,8;Vera Herbert;U.S.A.;0;Anglais;0;0;
Don't Worry Darling;9;2022;21 septembre 2022;123;Thriller;Olivia Wilde;Florence Pugh;Harry Styles;3,7;Katie Silberman;U.S.A.;2;Anglais;3;1;0
Dongalunru Jagratta;12;2022;3 décembre 2022;96;Thriller;;Samuthirakani Pandiyaraj;Murali Sharma;;;Inde;0;Hindi;;0;
Double XL;1;2023;18 janvier 2023;128;Comédie;;Sokshi Sinha;Huma Qureshi;;;Inde;0;Hindi;;1;0
Doublement enceinte 2;8;2022;5 août 2022;99;Comédie;Koko Stambuk;Gustavo Egelhaaf;Matías Novoa;;;Mexique;0;Espagnol;;;0
Douce nuit, folle nuit;12;2022;23 décembre 2022;90;Comédie;Arash T. Riahi;Faris Rahoma;Sonja Chan;3,1;Pia Hierzegger;Autriche;0;Allemand;1;0;
Doula;7;2022;4 juillet 2022;105;Comédie;Cheryl Nichols;Troian Bellisario;Arron Shiver;2,5;Cheryl Nichols;U.S.A.;0;Anglais;;0;0
Dounia et la princesse d’Alep;2;2023;1 février 2023;73;Aventure;Marya Zarif;Rahaf Ataya;Elsa Mardirossian;3,7;Marya Zarif;France;0;Français;;;
Downton Abbey II : Une nouvelle ère;4;2022;27 avril 2022;126;Drame;Simon Curtis;Hugh Bonneville;Michelle Dockery;3,8;Julian Fellowes;Grande-Bretagne;0;Anglais;2;5;7
Dragon Ball Super: Super Hero;10;2022;5 octobre 2022;99;Action;Tetsuro Kodama;Patrick Borg;Masako Nozawa;2,7;Akira Toriyama;Japon;0;Japois;;0;0
DSP;12;2022;2 décembre 2022;150;Action;Ponram;Vijay Sethupathi;Anukreethy Vas;3;Ponram;Inde;0;Autre;0;0;
Du crépitement sous les néons;11;2022;16 novembre 2022;92;Drame;FGKO;Jérémie Laheurte;Tracy Gotoas;3,5;Sherazade Khalladi;France;0;Français;;0;0
Dual;11;2022;17 novembre 2022;94;Comédie;Riley Stearns;Karen Gillan;Aaron Paul;2,6;Riley Stearns;U.S.A.;5;Anglais;;0;1
Earwig;1;2023;18 janvier 2023;114;Drame;Lucile Hadzihalilovic;Paul Hilton;Romane Hemelaers;2,7;Lucile Hadzihalilovic;France;0;Anglais;3;0;
Easter Sunday;8;2022;août 2022;96;Comédie;Jay Chandrasekhar;Jo Koy;Tiffany Haddish;2,3;Ken Cheng;U.S.A.;0;Anglais;2;;1
Eaux profondes;3;2022;18 mars 2022;115;Erotique;Adrian Lyne;Ben Affleck;A de Armas;2;Zack Helm;U.S.A.;0;Anglais;4;14;1
Echo;1;2020;1 janvier 2020;79;Drame;Rúr Rúrsson;Bjarki Thor;Ragr Jónsson;3,2;Rúr Rúrsson;Islande;0;Islandais;2;;
Egō;4;2022;27 avril 2022;90;Epouvante-horreur;Han Bergholm;Siiri Solalin;Sophia Heikkilä;3;Ilja Rautsi;Finlande;23;Finnois;;;
Ek Villain : Le retour;10;2022;24 octobre 2022;130;Action;Mohit Suri;Disha Patani;John Abraham (II);2,8;Mohit Suri;Inde;0;Hindi;0;0;0
El Agua;3;2023;1 mars 2023;104;Drame;Ele Lopez Riera;Lu Pamies;Bárbara Lennie;2,8;Ele Lopez Riera;Espagne;4;Espagnol;1;;1
El Suplente;4;2023;14 avril 2023;110;Drame;Diego Lerman;Juan Minujin;Alfredo Castro;3,4;Diego Lerman;Argentine;0;Espagnol;8;3;0
Elle m'a sauvée;3;2023;13 mars 2023;90;Drame;Ionut Teianu;Juliette Roudet;Laura Sepul;4;Ionut Teianu;France;;Français;;0;0
Elvis;6;2022;22 juin 2022;159;Biopic;Baz Luhrmann;Austin Butler;Tom Hanks;4,1;Baz Luhrmann;U.S.A.;716;Anglais;2;0;10
Emancipation;12;2022;9 décembre 2022;132;Action;Antoine Fuqua;Will Smith;Ben Foster;3,5;Bill Collage;U.S.A.;0;Anglais;5;11;1
Emergency;5;2022;27 mai 2022;105;Comédie;Carey Williams;RJ Cyler;Dold Elise Watkins;2,2;K.D. Dávila;U.S.A.;0;Anglais;;0;
Emmett Till;2;2023;8 février 2023;130;Biopic;Chinonye Chukwu;Danielle Deadwyler;Jalyn Hall;3,7;Michael Reilly;U.S.A.;1;Anglais;;0;0
Emily;3;2023;15 mars 2023;130;Biopic;Frances O'Connor;Emma Mackey;Fionn Whitehead;3,7;Frances O'Connor;Grande-Bretagne;0;Anglais;2;0;0
Emily The Crimil;11;2022;14 novembre 2022;94;Comédie dramatique;John Patton Ford;Aubrey Plaza;Theo Rossi;3,3;John Patton Ford;U.S.A.;14;Anglais;;1;0
Empire Of Light;3;2023;1 mars 2023;116;Drame;Sam Mendes;Olivia Colman;Micheal Ward;4;Sam Mendes;Grande-Bretagne;5;Anglais;6;10;1
En corps;3;2022;30 mars 2022;118;Comédie;Cédric Klapisch;Marion Barbeau;Hofesh Shechter;4,1;Cédric Klapisch;France;9;Français;8;;
En même temps;4;2022;6 avril 2022;106;Comédie;Gustave Kervern;Vincent Macaigne;Jothan Cohen;2,3;Gustave Kervern;France;0;Français;6;3;3
En plein choc;6;2022;16 juin 2022;99;Policier;Fabien Martorell;Langley Kirkwood;Tessa Jubber;1,9;Fabien Martorell;Afrique du Sud;0;Anglais;0;0;0
En roue libre;6;2022;29 juin 2022;89;Comédie;Didier Barcelo;Mari Foïs;Benjamin Voisin;3,5;Didier Barcelo;France;0;Français;;1;1
End of the Road;9;2022;9 septembre 2022;91;Policier;Millicent Shelton;Queen Latifah;Ludacris;1,9;David Loughery;U.S.A.;0;Anglais;0;2;1
Enola Holmes 2;11;2022;4 novembre 2022;129;Action;Harry Bradbeer;Millie Bobby Brown;Henry Cavill;3,6;Jack Thorne;Grande-Bretagne;0;Anglais;1;4;1
Enzo le Croco;11;2022;30 novembre 2022;107;Comédie;Will Speck;Doryan Ben;Shawn Mendes;3,3;Will Davies;U.S.A.;0;Anglais;2;;
EO;10;2022;19 octobre 2022;89;Drame;Jerzy Skolimowski;Sandra Drzymalska;Tomasz Organek;3,6;Ewa Piaskowska;Pologne;18;Polois;3;0;
Ernest et Célestine : le voyage en Charabie;12;2022;14 décembre 2022;79;Animation;Julien Chheng;Lambert Wilson;Pauline Brunner;4;Guillaume Mautalent;France;2;Français;0;1;0
Esther 2 : Les Origines;8;2022;17 août 2022;99;Epouvante-horreur;William Brent Bell;Isabelle Fuhrman;Julia Stiles;2,5;David Coggeshall;U.S.A.;0;Anglais;0;0;2
Et le ciel s'assombrit;3;2022;9 mars 2022;107;Drame;Ole Bornedal;Alex Høgh Andersen;Danica Curcic;3,9;Ole Bornedal;Danemark;0;Danois, Anglais, Allemand, Français;0;;0
Et si on s'aimait ?;12;2022;23 décembre 2022;90;Comédie;Danny J. Boyle;Emily Tennt;Alec Davin Santos;;Hilty Bowen;U.S.A.;0;Anglais;0;0;
Et toi, c'est pour quand ?;12;2022;27 décembre 2022;90;Drame;Caroline Du Potet;Blandine Bellavoir;Kevin Garnichat;3;Caroline Du Potet;France;0;Français;;0;0
Eterl Daughter;3;2023;22 mars 2023;96;Drame;Joan Hogg;Tilda Swinton;August Joshi;2,7;Joan Hogg;Grande-Bretagne;4;Anglais;8;5;
Etharkkum Thunindhavan;3;2022;10 mars 2022;151;Action;Pandiraj;Suriya;Pugazh;3,5;;Inde;0;Tamoul;0;0;
Everything Everywhere All at Once;8;2022;31 août 2022;139;Action;Daniel Scheinert;Michelle Yeoh;Ke Huy Quan;3,5;Daniel Scheinert;U.S.A.;1017;Anglais, Cantois, Mandarin;;2;
Extra : Allan, Britney et le vaisseau spatial;10;2022;19 octobre 2022;80;Aventure;Amalie Næsby Fick;Louis Næss-Schmidt;Sofie Torp;2;Amalie Næsby Fick;Danemark;0;Danois;;;
F*ck l'Amour, Toujours !;5;2022;20 mai 2022;92;Comédie;Appie Boudellah;Yolanthe Cabau;Bo Maerten;1,7;Appie Boudellah;Pays-Bas;0;Néerlandais;;0;
F3: Fun and Frustration;5;2022;27 mai 2022;150;Comédie;Anil Ravipudi;Varun Tej;Venkatesh Daggubati;3,1;;Inde;0;Autre;;;
Fairytale;5;2023;10 mai 2023;78;Expérimental;Alexandre Sokourov;Igor Gromov;Igor Gromov;2,9;Alexandre Sokourov;Russie;0;Russe;1;;
Fall;12;2022;7 décembre 2022;107;Thriller;Scott Mann;Grace Caroline Currey;Virginia Gardner;3,2;Jothan Frank;U.S.A.;0;Anglais;0;0;0
Falcon Lake;12;2022;7 décembre 2022;100;Comédie;Charlotte Le Bon;Joseph Engel;Sara Montpetit;3,7;Charlotte Le Bon;France;15;Français, Anglais;1;;
Family Camp;2;2023;14 février 2023;111;Comédie;;Leigh-Allyn Baker;Gigi Orsillo;2,5;;U.S.A.;0;Anglais;;0;
Family Pack;2;2022;16 février 2022;110;Comédie;S Arjun Kumar;Likith Shetty;Amrutha Iyengar;;;Inde;0;-;;;
Fast & Feel Love;11;2022;7 novembre 2022;132;Action;wapol Thamrongrattarit;t Kitcharit;Urassaya Sperbund;2,9;;Thaïlande;0;Thaï;0;;
Father Of The Bride;2;2023;8 février 2023;112;Comédie;Gaz Alazraki;Andy Garcia;Gloria Estefan;2,2;Matt Lopez;U.S.A.;0;Anglais;0;4;0
Fermati qui;3;2023;17 mars 2023;107;Drame;Luca Soli;Roberta De Santis;Stefano Moretti;;;Italie;0;Italien;;;
Feu follet;9;2022;14 septembre 2022;67;Comédie;João Pedro Rodrigues;Mauro Costa;André Cabral;3;João Pedro Rodrigues;Portugal;2;Portugais, Anglais;2;;
Fièvre Méditerranéenne;12;2022;14 décembre 2022;114;Comédie;Maha Haj;Amer Hlehel;Ashraf Farah;3,3;Maha Haj;Palestine;15;Arabe;;0;0
Filière Criminelle;11;2022;23 novembre 2022;101;Action;Daniel Markowicz;Piotr Witkowski;Antoni Jarnuszkiewicz;1,8;;Pologne;0;Polois;0;;
Finis les contes de fées ?;7;2022;18 juillet 2022;106;Comédie;Kristoffer Rus;Dorota Kolak;Karoli Gruszka;2,8;;Pologne;0;Polois;;0;0
FIR;2;2022;11 février 2022;150;Action;Manu And;Vishnu Vishal;Gautham Vasudev Menon;2,6;Manu And;Inde;0;Tamoul;;;
Fire Island;6;2022;3 juin 2022;105;Comédie;Andrew Ahn;Joel Kim Booster;Bowen Yang;2,3;Joel Kim Booster;U.S.A.;0;Anglais;1;0;
Firestarter;6;2022;1 juin 2022;94;Fantastique;Keith Thomas (II);Zac Efron;Ryan Kiera Armstrong;1,8;Scott Teems;U.S.A.;1;Anglais;;2;0
First Love;8;2022;18 août 2022;96;Drame;A.J. Edwards;Hero Fiennes Tiffin;Sydney Park;2;A.J. Edwards;U.S.A.;0;Anglais;6;0;0
Fisherman's Friends 2;5;2023;9 mai 2023;112;Comédie;Meg Leord;James Purefoy;Fio Button;;Piers Ashworth;Grande-Bretagne;0;Anglais;0;0;0
Flirt avec l'extrême;4;2023;12 avril 2023;97;Comédie;Piotr Kumik;Borys Szyc;Maciej Musialowski;2,3;Jakub Ruzyllo;Pologne;0;Polois;;0;
Fortress: Sniper's Eye;4;2022;28 avril 2022;97;Action;Josh Sternfeld;Jesse Metcalfe;Bruce Willis;1,2;Alan Horsil;U.S.A.;0;Anglais;0;0;1
Four Four Forty Four;12;2022;20 décembre 2022;111;Drame;Izu Ojukwu;Nse Ikpe-Etim;Richard Mofe-Damijo;;;Nigéria;0;Anglais;;;0
Fratè;6;2022;15 juin 2022;85;Comédie;Karole Rocher;Thomas Ngijol;Samir Guesmi;1,6;Thomas Ngijol;France;0;Français;1;1;2
Frère et soeur;5;2022;20 mai 2022;108;Drame;Arud Desplechin;Marion Cotillard;Golshifteh Farahani;2,4;Arud Desplechin;France;7;Français;6;15;1
Fresh;3;2022;4 mars 2022;114;Comédie;Mimi Cave;Daisy Edgar-Jones;Sebastian Stan;3,1;Lauryn Kahn;U.S.A.;0;Anglais;;1;0
Fullmetal Alchemist : La dernière alchimie;9;2022;24 septembre 2022;142;Action;Fumihiko Sori;Ryôsuke Yamada;Atomu Mizuishi;2,2;Miyamoto Takeshi;Japon;0;Japois;0;;
Fullmetal Alchemist : La vengeance de Scar;8;2022;20 août 2022;125;Action;Fumihiko Sori;Ryôsuke Yamada;Atomu Mizuishi;2;Fumihiko Sori;Japon;0;Japois;0;;
